,,,,,,総数,0歳～4歳,5歳～9歳,10歳～14歳,15歳～19歳,20歳～24歳,25歳～29歳,30歳～34歳,35歳～39歳,40歳～44歳,45歳～49歳,50歳～54歳,55歳～59歳,60歳～64歳,65歳～69歳,70歳～74歳,75歳～79歳,80歳～84歳,85歳～89歳,90歳以上,総数,0歳～4歳,5歳～9歳,10歳～14歳,15歳～19歳,20歳～24歳,25歳～29歳,30歳～34歳,35歳～39歳,40歳～44歳,45歳～49歳,50歳～54歳,55歳～59歳,60歳～64歳,65歳～69歳,70歳～74歳,75歳～79歳,80歳～84歳,85歳～89歳,90歳以上,総数,0歳～4歳,5歳～9歳,10歳～14歳,15歳～19歳,20歳～24歳,25歳～29歳,30歳～34歳,35歳～39歳,40歳～44歳,45歳～49歳,50歳～54歳,55歳～59歳,60歳～64歳,65歳～69歳,70歳～74歳,75歳～79歳,80歳～84歳,85歳～89歳,90歳以上
全国・都道府県コード,全国・都道府県,国籍コード,国籍,移動前・移動後の住所地コード,移動前・移動後の住所地,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人
14130,川崎市,62000,外国人移動者,14150,相模原市,-20,-2,-2,0,-1,-7,-2,-6,1,3,0,-1,0,-1,-1,0,0,0,0,-1,-3,-1,-1,0,0,-1,-4,1,2,2,0,0,0,0,0,0,0,0,0,-1,-17,-1,-1,0,-1,-6,2,-7,-1,1,0,-1,0,-1,-1,0,0,0,0,0
14130,川崎市,62000,外国人移動者,15100,新潟市,2,0,0,0,0,1,1,2,-1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14130,川崎市,62000,外国人移動者,22100,静岡市,-10,0,0,-1,0,-3,-2,0,-1,-3,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,-9,0,0,-1,0,-3,-1,-1,-1,-2,0,0,0,0,0,0,0,0,0,0
14130,川崎市,62000,外国人移動者,22130,浜松市,13,2,0,0,1,3,1,1,2,2,0,0,1,0,0,0,0,0,0,0,7,1,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0
14130,川崎市,62000,外国人移動者,23100,名古屋市,18,-1,0,0,0,7,20,-7,0,-1,-1,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,9,-6,1,-1,0,0,0,0,0,0,0,0,0,0,14,-1,0,0,-1,7,11,-1,-1,0,-1,1,0,0,0,0,0,0,0,0
14130,川崎市,62000,外国人移動者,26100,京都市,11,-1,0,0,3,2,10,0,1,-2,-1,-1,0,0,0,0,0,0,0,0,6,0,0,0,2,0,5,0,1,-1,-1,0,0,0,0,0,0,0,0,0,5,-1,0,0,1,2,5,0,0,-1,0,-1,0,0,0,0,0,0,0,0
14130,川崎市,62000,外国人移動者,27100,大阪市,47,-2,0,0,3,-2,22,17,1,0,2,3,0,0,1,1,1,0,0,0,24,0,0,0,2,0,12,9,1,-1,0,1,-1,0,1,0,0,0,0,0,23,-2,0,0,1,-2,10,8,0,1,2,2,1,0,0,1,1,0,0,0
14130,川崎市,62000,外国人移動者,27140,堺市,6,1,0,0,0,-1,4,3,-1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,0,-1,0,0,0,0,0,0,0,0,0,0,0
14130,川崎市,62000,外国人移動者,28100,神戸市,12,1,2,0,1,4,4,0,0,1,1,0,-2,0,0,0,0,0,0,0,8,1,2,0,0,1,1,3,0,1,0,0,-1,0,0,0,0,0,0,0,4,0,0,0,1,3,3,-3,0,0,1,0,-1,0,0,0,0,0,0,0
14130,川崎市,62000,外国人移動者,33100,岡山市,-3,0,0,0,1,-2,-1,0,1,0,-2,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,-3,1,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-2,1,0,0,-1,0,0,0,0,0,0,0,0,0
14130,川崎市,62000,外国人移動者,34100,広島市,5,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0
14130,川崎市,62000,外国人移動者,40100,北九州市,10,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
14130,川崎市,62000,外国人移動者,40130,福岡市,23,0,1,0,1,4,14,2,1,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,1,3,12,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,-2,-1,0,0,0,0,0,0,0,0,0,0,0
14130,川崎市,62000,外国人移動者,43100,熊本市,1,0,0,0,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,0,全国,640,18,8,1,56,228,162,120,36,2,-13,12,6,5,3,-2,0,0,-1,-1,264,10,2,-1,29,95,82,51,9,-20,-4,3,1,4,1,1,0,0,0,1,376,8,6,2,27,133,80,69,27,22,-9,9,5,1,2,-3,0,0,-1,-2
14150,相模原市,62000,外国人移動者,1000,北海道,11,-1,0,0,-1,6,5,1,1,-1,1,1,-1,0,0,0,0,0,0,0,4,0,0,0,-1,1,3,-1,2,0,1,0,-1,0,0,0,0,0,0,0,7,-1,0,0,0,5,2,2,-1,-1,0,1,0,0,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,2000,青森県,10,2,0,0,0,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,3000,岩手県,1,0,0,0,0,2,-3,0,1,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,-2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,4000,宮城県,-4,0,0,0,0,-4,3,0,0,-2,0,0,-1,0,0,0,0,0,0,0,-2,0,0,0,0,-2,2,1,0,-2,0,0,-1,0,0,0,0,0,0,0,-2,0,0,0,0,-2,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,5000,秋田県,1,0,0,0,0,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,6000,山形県,5,0,0,0,0,3,2,1,0,0,0,-1,0,0,0,0,0,0,0,0,6,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,7000,福島県,12,1,0,0,0,0,10,2,-1,1,0,0,-1,0,0,0,0,0,0,0,12,1,0,0,0,1,11,1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,0,0,0,0,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,8000,茨城県,6,-2,0,0,2,5,-7,7,-2,-2,1,1,2,0,0,1,0,0,0,0,-2,-2,0,0,-1,2,-5,4,0,-2,1,0,1,0,0,0,0,0,0,0,8,0,0,0,3,3,-2,3,-2,0,0,1,1,0,0,1,0,0,0,0
14150,相模原市,62000,外国人移動者,9000,栃木県,2,1,0,0,-1,3,1,2,0,-1,-2,-1,0,0,0,0,0,0,0,0,-2,0,0,0,-1,1,-2,1,1,-1,-1,-1,1,0,0,0,0,0,0,0,4,1,0,0,0,2,3,1,-1,0,-1,0,-1,0,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,10000,群馬県,8,0,0,0,1,3,2,3,-2,0,-1,0,2,0,0,0,0,0,0,0,4,1,0,0,0,3,-2,1,-2,1,-2,1,2,1,0,0,0,0,0,0,4,-1,0,0,1,0,4,2,0,-1,1,-1,0,-1,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,11000,埼玉県,15,1,0,-2,0,11,7,6,-7,-1,4,2,-4,-1,0,0,0,-1,0,0,11,1,0,-3,0,6,3,3,0,-1,2,2,-1,-1,0,0,0,0,0,0,4,0,0,1,0,5,4,3,-7,0,2,0,-3,0,0,0,0,-1,0,0
14150,相模原市,62000,外国人移動者,12000,千葉県,49,3,3,0,9,10,25,1,-2,-1,0,1,0,1,0,-1,0,0,0,0,18,2,2,0,3,4,16,-5,-6,-1,2,-1,0,1,1,0,0,0,0,0,31,1,1,0,6,6,9,6,4,0,-2,2,0,0,-1,-1,0,0,0,0
14150,相模原市,62000,外国人移動者,13000,東京都,271,0,0,1,30,140,51,28,15,-7,0,4,8,1,2,-1,1,0,-1,-1,127,0,-1,-1,17,63,24,14,10,-9,1,4,5,-2,1,1,0,0,0,0,144,0,1,2,13,77,27,14,5,2,-1,0,3,3,1,-2,1,0,-1,-1
14150,相模原市,62000,外国人移動者,14000,神奈川県,122,10,-3,2,10,38,39,34,7,-1,-15,0,2,0,0,-1,-1,1,0,0,43,6,-2,2,5,15,23,12,-2,-4,-4,-4,-5,1,-1,0,0,0,0,1,79,4,-1,0,5,23,16,22,9,3,-11,4,7,-1,1,-1,-1,1,0,-1
14150,相模原市,62000,外国人移動者,15000,新潟県,-8,0,0,0,-3,-1,-4,-3,0,3,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-2,-1,1,2,-1,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,-1,0,-5,-5,1,3,0,0,0,0,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,16000,富山県,8,0,0,0,0,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,17000,石川県,-4,0,0,-1,-2,-1,-1,3,0,0,0,-1,-1,0,0,0,0,0,0,0,-3,0,0,0,-1,-1,-1,1,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,-1,-1,0,0,2,0,0,0,-1,0,0,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,18000,福井県,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,19000,山梨県,-9,0,0,0,1,-10,-1,0,-1,0,-1,1,1,1,0,0,0,0,0,0,-7,0,0,0,1,-6,-2,-1,0,0,-1,0,1,1,0,0,0,0,0,0,-2,0,0,0,0,-4,1,1,-1,0,0,1,0,0,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,20000,長野県,-2,1,0,0,1,-6,0,1,0,0,1,-1,1,0,0,0,0,0,0,0,-7,1,0,0,0,-5,-1,1,-1,-1,0,-1,0,0,0,0,0,0,0,0,5,0,0,0,1,-1,1,0,1,1,1,0,1,0,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,21000,岐阜県,-3,-2,0,0,-1,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,-3,-2,0,0,-1,-1,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,-1,0,0,1,0,0,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,22000,静岡県,40,-1,0,0,3,6,10,7,13,6,-2,0,-1,-2,1,0,0,0,0,0,7,-1,0,0,3,0,3,3,1,0,-2,0,1,-1,0,0,0,0,0,0,33,0,0,0,0,6,7,4,12,6,0,0,-2,-1,1,0,0,0,0,0
14150,相模原市,62000,外国人移動者,23000,愛知県,13,0,2,0,4,1,-6,0,4,5,1,0,0,2,0,0,0,0,0,0,0,1,0,0,3,1,-4,-3,0,-1,1,0,0,2,0,0,0,0,0,0,13,-1,2,0,1,0,-2,3,4,6,0,0,0,0,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,24000,三重県,4,0,2,0,0,-1,0,3,-1,0,1,1,-1,0,0,0,0,0,0,0,3,0,1,0,0,1,2,0,-1,0,0,1,-1,0,0,0,0,0,0,0,1,0,1,0,0,-2,-2,3,0,0,1,0,0,0,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,25000,滋賀県,3,1,1,1,-1,-2,2,1,0,1,-1,0,-1,1,0,0,0,0,0,0,3,0,1,1,0,-1,0,2,0,0,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,-1,-1,2,-1,0,1,0,0,-1,0,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,26000,京都府,4,0,0,0,0,5,-1,0,1,-1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,2,1,1,-1,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,-1,-3,-1,0,0,0,0,0,0,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,27000,大阪府,3,0,0,0,0,-6,1,4,2,1,0,0,-1,2,0,0,0,0,0,0,-2,-1,0,0,0,-2,-4,3,1,1,-1,0,0,1,0,0,0,0,0,0,5,1,0,0,0,-4,5,1,1,0,1,0,-1,1,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,28000,兵庫県,8,1,1,0,0,0,-1,5,0,-1,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,-2,-1,3,0,-1,0,1,1,1,0,0,0,0,0,0,6,1,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,29000,奈良県,-4,0,0,0,0,0,-3,0,0,-1,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,-2,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,30000,和歌山県,0,0,0,0,0,0,-2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,31000,鳥取県,-2,0,0,0,0,-6,-1,4,0,0,0,1,0,0,0,0,0,0,0,0,-5,0,0,0,0,-6,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,32000,島根県,-4,0,0,0,0,0,-2,-1,0,-1,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,33000,岡山県,2,0,0,0,0,0,0,1,0,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,34000,広島県,12,0,0,0,1,6,8,-4,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,4,7,-3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,35000,山口県,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,36000,徳島県,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,37000,香川県,5,0,0,0,0,1,4,1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,6,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,38000,愛媛県,7,0,0,0,0,2,3,0,2,2,0,0,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,-1,-1,0,0,0,0,0,0,6,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,39000,高知県,6,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,40000,福岡県,18,3,0,0,0,4,9,1,1,0,-2,1,2,-1,0,0,0,0,0,0,11,1,0,0,0,5,4,1,0,0,-1,0,2,-1,0,0,0,0,0,0,7,2,0,0,0,-1,5,0,1,0,-1,1,0,0,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,41000,佐賀県,2,0,0,0,0,2,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,42000,長崎県,2,0,2,0,0,-2,-1,2,-1,2,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,-1,2,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,-2,0,0,-1,1,0,0,0,0,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,43000,熊本県,7,0,0,0,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,2,-1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,44000,大分県,-3,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,-1,2,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,45000,宮崎県,7,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,46000,鹿児島県,5,0,0,0,0,6,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,47000,沖縄県,7,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,2,0,2,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,2,0,0,0,0,0,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,48000,東京圏,457,14,0,1,49,199,122,69,13,-10,-11,7,6,1,2,-3,0,0,-1,-1,199,9,-1,-2,25,88,66,24,2,-15,1,1,-1,-1,1,1,0,0,0,1,258,5,1,3,24,111,56,45,11,5,-12,6,7,2,1,-4,0,0,-1,-2
14150,相模原市,62000,外国人移動者,49000,名古屋圏,14,-2,4,0,3,0,-6,3,3,4,2,2,-1,2,0,0,0,0,0,0,0,-1,1,0,2,1,-1,-3,0,-2,1,1,-1,2,0,0,0,0,0,0,14,-1,3,0,1,-1,-5,6,3,6,1,1,0,0,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,50000,大阪圏,11,1,1,0,0,-1,-4,9,3,-2,0,1,0,3,0,0,0,0,0,0,6,-1,0,0,0,2,-5,7,2,-2,-1,1,1,2,0,0,0,0,0,0,5,2,1,0,0,-3,1,2,1,0,1,0,-1,1,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,100,21大都市計,260,2,4,5,21,106,61,39,15,-5,-2,2,6,9,2,-4,-1,0,-1,1,114,-1,2,3,11,45,23,23,4,-7,5,-1,3,3,1,-1,0,0,0,1,146,3,2,2,10,61,38,16,11,2,-7,3,3,6,1,-3,-1,0,-1,0
14150,相模原市,62000,外国人移動者,1100,札幌市,0,-1,0,0,0,-1,1,0,1,0,0,1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,-1,1,-1,1,0,0,0,-1,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,4100,仙台市,-2,0,0,0,1,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,11100,さいたま市,4,0,0,1,1,4,2,-4,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,1,3,2,-2,0,-1,0,0,0,0,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,12100,千葉市,0,0,0,0,1,-2,6,1,-4,-1,0,0,0,0,0,-1,0,0,0,0,2,0,0,0,0,-3,6,1,-4,0,2,0,0,0,0,0,0,0,0,0,-2,0,0,0,1,1,0,0,0,-1,-2,0,0,0,0,-1,0,0,0,0
14150,相模原市,62000,外国人移動者,13100,東京都特別区部,159,-1,2,2,11,73,29,19,9,6,3,2,1,3,2,-1,0,0,-1,0,60,-1,1,1,4,27,9,9,4,0,2,1,3,-1,1,0,0,0,0,0,99,0,1,1,7,46,20,10,5,6,1,1,-2,4,1,-1,0,0,-1,0
14150,相模原市,62000,外国人移動者,14100,横浜市,61,1,-1,2,4,23,13,22,4,-4,-6,-3,7,3,-1,-2,-1,0,0,0,26,-1,0,2,3,13,-3,17,1,-4,0,-3,0,2,0,-1,0,0,0,0,35,2,-1,0,1,10,16,5,3,0,-6,0,7,1,-1,-1,-1,0,0,0
14150,相模原市,62000,外国人移動者,14130,川崎市,20,2,2,0,1,7,2,6,-1,-3,0,1,0,1,1,0,0,0,0,1,3,1,1,0,0,1,4,-1,-2,-2,0,0,0,0,0,0,0,0,0,1,17,1,1,0,1,6,-2,7,1,-1,0,1,0,1,1,0,0,0,0,0
14150,相模原市,62000,外国人移動者,14150,相模原市,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,15100,新潟市,-13,0,0,0,-3,-3,-6,-3,2,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,-2,-2,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,-1,-1,-5,-4,1,0,0,0,0,0,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,22100,静岡市,9,0,0,0,2,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,22130,浜松市,1,0,0,0,1,1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,23100,名古屋市,8,1,1,0,2,1,2,-3,2,-1,2,0,0,1,0,0,0,0,0,0,6,1,0,0,2,1,1,-3,1,0,2,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,26100,京都市,4,0,0,0,0,4,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,-1,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,27100,大阪市,-8,0,0,0,0,-3,-3,-3,1,0,0,0,-1,1,0,0,0,0,0,0,-5,0,0,0,0,0,-4,-3,1,0,0,0,0,1,0,0,0,0,0,0,-3,0,0,0,0,-3,1,0,0,0,0,0,-1,0,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,27140,堺市,-5,-1,0,0,0,-1,-1,1,-2,0,-1,0,0,0,0,0,0,0,0,0,-5,-1,0,0,0,-1,-2,1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,28100,神戸市,7,0,0,0,0,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,33100,岡山市,1,0,0,0,0,0,2,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,34100,広島市,3,0,0,0,0,1,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,40100,北九州市,7,1,0,0,0,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,40130,福岡市,2,0,0,0,0,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14150,相模原市,62000,外国人移動者,43100,熊本市,2,0,0,0,0,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
