,,,,,,総数,0歳～4歳,5歳～9歳,10歳～14歳,15歳～19歳,20歳～24歳,25歳～29歳,30歳～34歳,35歳～39歳,40歳～44歳,45歳～49歳,50歳～54歳,55歳～59歳,60歳～64歳,65歳～69歳,70歳～74歳,75歳～79歳,80歳～84歳,85歳～89歳,90歳以上,総数,0歳～4歳,5歳～9歳,10歳～14歳,15歳～19歳,20歳～24歳,25歳～29歳,30歳～34歳,35歳～39歳,40歳～44歳,45歳～49歳,50歳～54歳,55歳～59歳,60歳～64歳,65歳～69歳,70歳～74歳,75歳～79歳,80歳～84歳,85歳～89歳,90歳以上,総数,0歳～4歳,5歳～9歳,10歳～14歳,15歳～19歳,20歳～24歳,25歳～29歳,30歳～34歳,35歳～39歳,40歳～44歳,45歳～49歳,50歳～54歳,55歳～59歳,60歳～64歳,65歳～69歳,70歳～74歳,75歳～79歳,80歳～84歳,85歳～89歳,90歳以上
全国・都道府県コード,全国・都道府県,国籍コード,国籍,移動前・移動後の住所地コード,移動前・移動後の住所地,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人
15100,新潟市,62000,外国人移動者,0,全国,-124,-1,-3,1,17,-10,-74,-34,-2,-5,0,-8,-4,0,-2,-1,1,1,0,0,-57,-1,-2,2,13,17,-54,-34,2,2,0,0,-1,1,-2,-1,0,1,0,0,-67,0,-1,-1,4,-27,-20,0,-4,-7,0,-8,-3,-1,0,0,1,0,0,0
15100,新潟市,62000,外国人移動者,1000,北海道,-12,0,0,0,0,-1,-5,-3,0,0,-1,-1,-1,0,0,0,0,0,0,0,-10,0,0,0,0,-1,-5,-3,0,0,-1,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,2000,青森県,1,0,0,0,0,0,2,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,3000,岩手県,-3,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,4000,宮城県,2,0,0,0,0,1,2,-4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,-2,1,0,1,0,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,5000,秋田県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,6000,山形県,-4,0,0,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,7000,福島県,-1,0,0,0,0,-1,2,-1,-1,0,-1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,-1,0,0,-1,0,0,0,0,0,0,1,0,0,-2,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,8000,茨城県,-18,0,0,0,0,-3,-10,-4,-1,0,0,0,0,0,0,0,0,0,0,0,-13,0,0,0,0,-1,-8,-3,-1,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,-2,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,9000,栃木県,-3,0,0,0,1,0,-2,-1,1,-2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,2,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,-2,-3,0,0,-2,0,0,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,10000,群馬県,-6,0,0,0,2,-1,-6,1,-2,1,0,0,-1,0,0,0,0,0,0,0,-7,0,0,0,0,-2,-7,2,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,-1,-1,0,0,0,-1,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,11000,埼玉県,-36,1,0,0,0,-11,-14,-7,-4,-1,2,-2,1,0,-1,0,0,0,0,0,-12,0,0,0,0,-2,-7,-6,0,0,2,0,1,0,0,0,0,0,0,0,-24,1,0,0,0,-9,-7,-1,-4,-1,0,-2,0,0,-1,0,0,0,0,0
15100,新潟市,62000,外国人移動者,12000,千葉県,7,0,0,0,1,6,-4,6,1,-1,0,0,-1,-1,0,0,0,0,0,0,1,0,0,0,1,5,-4,1,-1,0,0,0,-1,0,0,0,0,0,0,0,6,0,0,0,0,1,0,5,2,-1,0,0,0,-1,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,13000,東京都,0,0,0,0,1,6,-1,-3,-4,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,5,4,3,-2,-1,-1,1,0,0,0,0,0,0,0,0,0,-9,0,0,0,-4,2,-4,-1,-3,1,0,0,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,14000,神奈川県,-3,-1,-1,0,3,4,1,-5,-1,0,-1,-1,-1,0,0,0,0,0,0,0,1,0,0,0,3,6,-2,-8,1,2,-1,0,0,0,0,0,0,0,0,0,-4,-1,-1,0,0,-2,3,3,-2,-2,0,-1,-1,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,15000,新潟県,-20,1,0,1,3,-21,0,-3,-1,1,3,-3,0,0,0,-1,0,0,0,0,-15,1,-1,2,2,-16,2,-3,-2,1,1,0,0,0,-1,-1,0,0,0,0,-5,0,1,-1,1,-5,-2,0,1,0,2,-3,0,0,1,0,0,0,0,0
15100,新潟市,62000,外国人移動者,16000,富山県,4,-1,-1,0,2,5,-3,-2,2,0,0,2,0,0,0,0,0,0,0,0,3,-1,0,0,1,2,-2,-1,2,0,0,2,0,0,0,0,0,0,0,0,1,0,-1,0,1,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,17000,石川県,-6,-1,0,0,-1,1,-3,0,0,-2,0,0,0,0,0,0,0,0,0,0,-5,-1,0,0,0,-1,-2,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,2,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,18000,福井県,-1,0,0,0,0,-1,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,19000,山梨県,-5,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,1,0,0,0,-7,0,0,0,0,0,-6,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,-1,1,0,0,0,0,0,0,0,0,1,0,0,0
15100,新潟市,62000,外国人移動者,20000,長野県,12,0,0,0,3,9,2,-3,1,1,0,0,-1,0,0,0,0,0,0,0,10,0,0,0,0,7,3,-1,1,1,0,0,-1,0,0,0,0,0,0,0,2,0,0,0,3,2,-1,-2,0,0,0,0,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,21000,岐阜県,6,0,0,0,0,5,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,22000,静岡県,0,0,0,0,0,-3,3,-1,0,1,1,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,-2,4,-1,0,0,0,0,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,23000,愛知県,13,0,0,0,0,15,3,-4,-2,1,0,0,-1,1,0,0,0,0,0,0,19,0,0,0,0,19,3,-3,-1,1,0,0,-1,1,0,0,0,0,0,0,-6,0,0,0,0,-4,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,24000,三重県,-7,0,0,0,0,-1,-4,-1,0,0,-1,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,-2,0,0,0,-1,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,-1,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,25000,滋賀県,-4,0,0,0,0,-1,-3,1,0,0,0,0,-1,0,0,0,0,0,0,0,-3,0,0,0,0,-1,-3,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,26000,京都府,-2,0,0,0,-1,0,-1,0,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,-2,-1,0,1,-1,0,0,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,27000,大阪府,-12,0,-1,0,0,-4,-5,-1,2,-2,-1,-1,1,0,0,0,0,0,0,0,-9,0,-1,0,0,-5,-1,-2,0,-1,0,0,1,0,0,0,0,0,0,0,-3,0,0,0,0,1,-4,1,2,-1,-1,-1,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,28000,兵庫県,-9,0,0,0,0,-8,-1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,-1,-2,1,1,-1,-1,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,-7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,29000,奈良県,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,30000,和歌山県,-2,0,0,0,0,1,-2,0,0,0,-1,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,31000,鳥取県,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,32000,島根県,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,33000,岡山県,-3,0,0,0,1,-1,-2,-2,0,1,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,1,-1,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,34000,広島県,0,0,0,0,2,1,-2,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,2,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,35000,山口県,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,36000,徳島県,-3,0,0,0,0,-1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,37000,香川県,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-2,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,38000,愛媛県,-2,0,0,0,0,-2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,-3,0,0,0,0,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,39000,高知県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,40000,福岡県,4,0,0,0,0,-1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,41000,佐賀県,-2,0,0,0,0,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,42000,長崎県,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,43000,熊本県,-1,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,-1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,44000,大分県,-2,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,45000,宮崎県,-6,0,0,0,0,-3,-4,1,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,-3,-1,1,0,0,0,0,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,46000,鹿児島県,-3,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,47000,沖縄県,4,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,48000,東京圏,-32,0,-1,0,5,5,-18,-9,-8,-2,2,-3,-1,-1,-1,0,0,0,0,0,-1,0,0,0,9,13,-10,-15,-1,1,2,0,0,0,0,0,0,0,0,0,-31,0,-1,0,-4,-8,-8,6,-7,-3,0,-3,-1,-1,-1,0,0,0,0,0
15100,新潟市,62000,外国人移動者,49000,名古屋圏,12,0,0,0,0,19,0,-6,-1,1,-1,0,-1,1,0,0,0,0,0,0,21,0,0,0,0,23,2,-4,0,1,-1,0,-1,1,0,0,0,0,0,0,-9,0,0,0,0,-4,-2,-2,-1,0,0,0,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,50000,大阪圏,-23,0,-1,0,-1,-12,-8,1,4,-4,-2,-1,1,0,0,0,0,0,0,0,-10,0,-1,0,-1,-4,-3,0,1,-2,-1,0,1,0,0,0,0,0,0,0,-13,0,0,0,0,-8,-5,1,3,-2,-1,-1,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,100,21大都市計,24,-1,-1,0,4,31,-2,-4,-1,1,2,-3,-1,-1,0,0,0,0,0,0,30,0,-1,0,6,26,1,-5,1,2,2,-1,-1,0,0,0,0,0,0,0,-6,-1,0,0,-2,5,-3,1,-2,-1,0,-2,0,-1,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,1100,札幌市,-9,0,0,0,0,-2,-5,-2,0,0,0,0,0,0,0,0,0,0,0,0,-8,0,0,0,0,-2,-4,-2,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,4100,仙台市,2,0,0,0,0,2,2,-3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,-2,0,0,0,0,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,11100,さいたま市,-8,0,0,0,0,-1,-4,-2,-1,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,-2,-3,0,-1,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,1,-1,-2,0,0,0,0,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,12100,千葉市,0,0,0,0,0,0,-1,2,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,-1,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,13100,東京都特別区部,0,0,0,0,1,6,-2,-3,-2,-1,1,0,0,0,0,0,0,0,0,0,11,0,0,0,3,5,3,-1,1,-1,1,0,0,0,0,0,0,0,0,0,-11,0,0,0,-2,1,-5,-2,-3,0,0,0,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,14100,横浜市,0,-1,0,0,1,3,-2,0,0,0,0,-1,0,0,0,0,0,0,0,0,7,0,0,0,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-7,-1,0,0,-1,0,-3,0,0,-1,0,-1,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,14130,川崎市,-2,0,0,0,0,-1,-1,-2,1,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,14150,相模原市,13,0,0,0,3,3,6,3,-2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,2,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,1,5,4,-1,0,0,0,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,15100,新潟市,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,22100,静岡市,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,22130,浜松市,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,23100,名古屋市,24,0,0,0,0,18,7,1,-1,0,0,0,-1,0,0,0,0,0,0,0,25,0,0,0,0,18,7,1,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,26100,京都市,0,0,0,0,-1,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,27100,大阪市,1,0,-1,0,0,2,1,-1,1,0,0,-1,0,0,0,0,0,0,0,0,2,0,-1,0,0,1,4,-2,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,-3,1,1,0,0,-1,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,27140,堺市,-2,0,0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,28100,神戸市,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,33100,岡山市,-1,0,0,0,0,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,34100,広島市,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,40100,北九州市,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,40130,福岡市,4,0,0,0,0,2,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15100,新潟市,62000,外国人移動者,43100,熊本市,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
22100,静岡市,62000,外国人移動者,0,全国,-31,-12,-5,-4,10,167,-118,-65,6,-11,-1,-3,5,2,-1,0,-1,0,0,0,-86,-8,-1,-2,7,74,-91,-58,-1,-9,0,-4,5,3,-2,1,0,0,0,0,55,-4,-4,-2,3,93,-27,-7,7,-2,-1,1,0,-1,1,-1,-1,0,0,0
22100,静岡市,62000,外国人移動者,1000,北海道,-6,-1,0,0,0,-3,-4,-1,2,1,0,0,0,0,0,0,0,0,0,0,-6,-1,0,0,0,-4,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,0,2,0,0,0,0,0,0,0,0,0,0,0
22100,静岡市,62000,外国人移動者,2000,青森県,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22100,静岡市,62000,外国人移動者,3000,岩手県,-1,0,0,0,-1,1,-1,1,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,-1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0
22100,静岡市,62000,外国人移動者,4000,宮城県,7,0,-1,0,0,2,8,1,-1,-2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,3,1,-1,-1,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,-2,5,0,0,-1,0,0,0,0,0,0,0,0,0,0
22100,静岡市,62000,外国人移動者,5000,秋田県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22100,静岡市,62000,外国人移動者,6000,山形県,-2,0,0,0,0,0,-1,0,1,-2,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,-2,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
22100,静岡市,62000,外国人移動者,7000,福島県,4,0,0,0,0,1,4,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,-1,-1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
22100,静岡市,62000,外国人移動者,8000,茨城県,-27,-1,0,0,0,-12,-7,-9,-2,0,4,0,0,0,0,0,0,0,0,0,-15,-1,0,0,0,-9,-2,-5,-2,1,3,0,0,0,0,0,0,0,0,0,-12,0,0,0,0,-3,-5,-4,0,-1,1,0,0,0,0,0,0,0,0,0
22100,静岡市,62000,外国人移動者,9000,栃木県,-20,0,0,0,-3,-9,-6,-1,-1,0,0,0,0,0,0,0,0,0,0,0,-18,0,0,0,-3,-11,-4,-1,0,1,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,2,-2,0,-1,-1,0,0,0,0,0,0,0,0,0,0
22100,静岡市,62000,外国人移動者,10000,群馬県,-1,0,0,0,0,2,-2,0,0,0,0,0,0,0,0,-1,0,0,0,0,-4,0,0,0,0,-1,-4,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,2,-1,0,0,0,0,0,0,0,-1,0,0,0,0
22100,静岡市,62000,外国人移動者,11000,埼玉県,-31,1,0,0,0,-8,-19,-4,-4,-1,2,1,0,0,0,1,0,0,0,0,-24,1,0,0,0,-6,-13,-3,-2,-1,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,-2,-6,-1,-2,0,2,1,0,0,0,1,0,0,0,0
22100,静岡市,62000,外国人移動者,12000,千葉県,19,0,0,0,1,9,3,0,3,1,2,-1,0,1,0,0,0,0,0,0,10,0,0,0,0,8,-2,1,1,1,2,-1,0,0,0,0,0,0,0,0,9,0,0,0,1,1,5,-1,2,0,0,0,0,1,0,0,0,0,0,0
